codice_istat;denominazione_ita_altra;denominazione_ita;denominazione_altra;cap;sigla_provincia;denominazione_provincia;tipologia_provincia;codice_regione;denominazione_regione;tipologia_regione;ripartizione_geografica;flag_capoluogo;codice_belfiore;lat;lon;superficie_kmq
070040;Monacilioni;Monacilioni;;86040;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;F322;41,6102203;14,8103249;27,3144
070041;Montagano;Montagano;;86023;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;F391;41,6464027;14,6738708;26,1624
070042;Montecilfone;Montecilfone;;86032;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;F475;41,9015374;14,8369332;22,5837
070043;"Montefalcone nel Sannio";"Montefalcone nel Sannio";;86033;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;F495;41,8670939;14,6403633;32,4010
070044;Montelongo;Montelongo;;86040;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;F548;41,7357435;14,9487298;12,9757
070045;Montemitro;Montemitro;;86030;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;F569;41,8881449;14,6468935;16,3452
070046;"Montenero di Bisaccia";"Montenero di Bisaccia";;86036;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;F576;41,9568910;14,7809097;93,0166
070047;"Montorio nei Frentani";"Montorio nei Frentani";;86040;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;F689;41,7590240;14,9327329;31,0248
070048;"Morrone del Sannio";"Morrone del Sannio";;86040;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;F748;41,7120231;14,7782110;46,2598
070049;Oratino;Oratino;;86010;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;G086;41,5852554;14,5847060;17,9517
070050;Palata;Palata;;86037;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;G257;41,8862876;14,7890493;43,9726
070051;Petacciato;Petacciato;;86038;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;G506;42,0131944;14,8603466;35,5194
070052;"Petrella Tifernina";"Petrella Tifernina";;86024;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;G512;41,6912178;14,6951939;26,5518
070053;Pietracatella;Pietracatella;;86040;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;G609;41,5806497;14,8735277;50,4192
070054;Pietracupa;Pietracupa;;86020;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;G610;41,6822347;14,5211094;10,1017
070055;Portocannone;Portocannone;;86045;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;G910;41,9146690;15,0091179;13,2233
070056;Provvidenti;Provvidenti;;86040;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;H083;41,7185126;14,8223623;14,3894
070057;Riccia;Riccia;;86016;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;H273;41,4863720;14,8363348;70,0751
070058;Ripabottoni;Ripabottoni;;86040;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;H311;41,6884341;14,8064746;32,2313
070059;Ripalimosani;Ripalimosani;;86025;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;H313;41,6116261;14,6634492;33,9040
070060;Roccavivara;Roccavivara;;86020;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;H454;41,8353420;14,5991199;21,1787
070061;Rotello;Rotello;;86040;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;H589;41,7495452;15,0037799;70,7198
070062;Salcito;Salcito;;86026;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;H693;41,7473198;14,5105039;28,1145
070063;"San Biase";"San Biase";;86020;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;H782;41,7146904;14,5895208;11,8934
070064;"San Felice del Molise";"San Felice del Molise";;86030;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;H833;41,8901444;14,7012316;24,2431
070065;"San Giacomo degli Schiavoni";"San Giacomo degli Schiavoni";;86030;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;H867;41,9627481;14,9460044;11,5070
070066;"San Giovanni in Galdo";"San Giovanni in Galdo";;86010;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;H920;41,5886495;14,7474887;19,4845
070067;"San Giuliano del Sannio";"San Giuliano del Sannio";;86010;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;H928;41,4558587;14,6388731;23,9984
070068;"San Giuliano di Puglia";"San Giuliano di Puglia";;86040;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;H929;41,6848886;14,9640425;41,1889
070069;"San Martino in Pensilis";"San Martino in Pensilis";;86046;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;H990;41,8699867;15,0105612;101,6468
070070;"San Massimo";"San Massimo";;86027;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;I023;41,4929928;14,4100441;27,3227
070071;"San Polo Matese";"San Polo Matese";;86020;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;I122;41,4591790;14,4938326;15,2139
070072;"Santa Croce di Magliano";"Santa Croce di Magliano";;86047;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;I181;41,7124154;14,9920009;53,5426
070073;"Sant'Angelo Limosano";"Sant'Angelo Limosano";;86020;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;I289;41,6924048;14,6035178;16,8206
070074;"Sant'Elia a Pianisi";"Sant'Elia a Pianisi";;86048;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;I320;41,6217388;14,8755227;67,7777
070075;Sepino;Sepino;;86017;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;I618;41,4072720;14,6187359;61,6587
070076;Spinete;Spinete;;86020;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;I910;41,5433368;14,4874696;17,8449
070077;Tavenna;Tavenna;;86030;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;L069;41,9086678;14,7633797;21,8076
070078;Termoli;Termoli;;86039;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;L113;42,0028555;14,9949761;55,0584
070079;"Torella del Sannio";"Torella del Sannio";;86028;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;L215;41,6400017;14,5213357;16,6519
070080;Toro;Toro;;86018;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;L230;41,5742136;14,7657412;24,2253
070081;Trivento;Trivento;;86029;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;L435;41,7839873;14,5510575;73,9266
070082;Tufara;Tufara;;86010;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;L458;41,4818504;14,9458127;35,5303
070083;Ururi;Ururi;;86049;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;L505;41,8146595;15,0116178;31,1934
070084;Vinchiaturo;Vinchiaturo;;86019;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;M057;41,4939525;14,5873298;35,0786
071001;Accadia;Accadia;;71021;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;A015;41,1586170;15,3312354;30,5454
071002;Alberona;Alberona;;71031;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;A150;41,4299431;15,1245871;49,6682
071003;"Anzano di Puglia";"Anzano di Puglia";;71020;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;A320;41,1189491;15,2914149;10,9288
071004;Apricena;Apricena;;71011;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;A339;41,7854937;15,4431214;173,2980
071005;"Ascoli Satriano";"Ascoli Satriano";;71022;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;A463;41,2043966;15,5605750;337,1819
071006;Biccari;Biccari;;71032;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;A854;41,3977635;15,1955195;106,7976
071007;Bovino;Bovino;;71023;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;B104;41,2525032;15,3417160;84,2712
071008;"Cagnano Varano";"Cagnano Varano";;71010;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;B357;41,8293497;15,7719111;166,8839
071009;Candela;Candela;;71024;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;B584;41,1375450;15,5155674;97,7248
071010;Carapelle;Carapelle;;71041;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;B724;41,3646029;15,6936748;24,8260
071011;Carlantino;Carlantino;;71030;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;B784;41,5920037;14,9766292;34,6553
071012;Carpino;Carpino;;71010;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;B829;41,8447768;15,8555098;79,6653
071013;"Casalnuovo Monterotaro";"Casalnuovo Monterotaro";;71033;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;B904;41,6183401;15,1026791;48,2306
071014;"Casalvecchio di Puglia";"Casalvecchio di Puglia";;71030;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;B917;41,5948378;15,1102844;31,7260
071015;"Castelluccio dei Sauri";"Castelluccio dei Sauri";;71025;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;C198;41,3040432;15,4736150;50,7857
071016;"Castelluccio Valmaggiore";"Castelluccio Valmaggiore";;71020;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;C202;41,3419248;15,2002806;26,5220
071017;"Castelnuovo della Daunia";"Castelnuovo della Daunia";;71034;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;C222;41,5828708;15,1183733;61,9363
071018;"Celenza Valfortore";"Celenza Valfortore";;71035;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;C429;41,5616528;14,9778822;64,8114
071019;"Celle di San Vito";"Celle di San Vito";;71020;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;C442;41,3249829;15,1809500;18,5877
071020;Cerignola;Cerignola;;71042;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;C514;41,2648778;15,9041862;592,9489
071021;Chieuti;Chieuti;;71010;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;C633;41,8466349;15,1666266;61,5627
071022;Deliceto;Deliceto;;71026;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;D269;41,2224489;15,3876782;75,7754
071023;Faeto;Faeto;;71020;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;D459;41,3237846;15,1608059;25,9055
071024;Foggia;Foggia;;71121;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;SI;D643;41,4622051;15,5431113;508,6287
071024;Foggia;Foggia;;71122;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;SI;D643;41,4622051;15,5431113;508,6287
071025;Ischitella;Ischitella;;71010;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;E332;41,9042996;15,8965514;85,5732
071026;"Isole Tremiti";"Isole Tremiti";;71051;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;E363;42,1202605;15,5046145;3,4702
071027;Lesina;Lesina;;71010;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;E549;41,8650691;15,3528220;160,4111
071028;Lucera;Lucera;;71036;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;E716;41,5057058;15,3362235;339,6253
071029;Manfredonia;Manfredonia;;71043;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;E885;41,6280962;15,9188769;355,6572
071031;Mattinata;Mattinata;;71030;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;F059;41,7103966;16,0515998;74,2400
071032;"Monteleone di Puglia";"Monteleone di Puglia";;71020;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;F538;41,1664314;15,2599057;36,6587
071033;"Monte Sant'Angelo";"Monte Sant'Angelo";;71037;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;F631;41,7055003;15,9581748;243,7751
071034;"Motta Montecorvino";"Motta Montecorvino";;71030;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;F777;41,5072417;15,1145705;20,1886
071035;"Orsara di Puglia";"Orsara di Puglia";;71027;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;G125;41,2808177;15,2658636;83,1789
071036;"Orta Nova";"Orta Nova";;71045;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;G131;41,3268277;15,7069353;106,0199
071037;Panni;Panni;;71020;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;G312;41,2198904;15,2766416;32,7666
071038;Peschici;Peschici;;71010;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;G487;41,9469536;16,0157309;49,1230
071039;Pietramontecorvino;Pietramontecorvino;;71038;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;G604;41,5431227;15,1299786;72,0670
071040;"Poggio Imperiale";"Poggio Imperiale";;71010;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;G761;41,8237110;15,3651800;52,4621
071041;"Rignano Garganico";"Rignano Garganico";;71010;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;H287;41,6781127;15,5887825;90,4818
071042;"Rocchetta Sant'Antonio";"Rocchetta Sant'Antonio";;71020;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;H467;41,1027983;15,4576112;72,8655
071043;"Rodi Garganico";"Rodi Garganico";;71012;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;H480;41,9279413;15,8811785;13,2561
071044;"Roseto Valfortore";"Roseto Valfortore";;71039;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;H568;41,3699072;15,0939119;49,7353
071046;"San Giovanni Rotondo";"San Giovanni Rotondo";;71013;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;H926;41,7070077;15,7272656;261,0654
071047;"San Marco in Lamis";"San Marco in Lamis";;71014;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;H985;41,7129353;15,6385841;234,3582
071048;"San Marco la Catola";"San Marco la Catola";;71030;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;H986;41,5256684;15,0054368;28,6443
071049;"San Nicandro Garganico";"San Nicandro Garganico";;71015;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;I054;41,8369729;15,5633690;172,4284
071050;"San Paolo di Civitate";"San Paolo di Civitate";;71010;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;I072;41,7404466;15,2593219;91,2390
071051;"San Severo";"San Severo";;71016;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;I158;41,6862049;15,3806446;334,6472
071052;"Sant'Agata di Puglia";"Sant'Agata di Puglia";;71028;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;I193;41,1510067;15,3802022;116,6792
071053;Serracapriola;Serracapriola;;71010;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;I641;41,8054128;15,1594113;143,7449
071054;Stornara;Stornara;;71047;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;I962;41,2883229;15,7682964;33,7164
071055;Stornarella;Stornarella;;71048;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;I963;41,2563854;15,7300576;34,3016
071056;Torremaggiore;Torremaggiore;;71017;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;L273;41,6889850;15,2924300;210,6737
071058;Troia;Troia;;71029;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;L447;41,3622123;15,3098447;168,4703
071059;"Vico del Gargano";"Vico del Gargano";;71018;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;L842;41,8963157;15,9569128;112,2647
071060;Vieste;Vieste;;71019;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;L858;41,8824648;16,1796703;169,1870
071061;"Volturara Appula";"Volturara Appula";;71030;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;M131;41,4946846;15,0517398;52,1189
071062;Volturino;Volturino;;71030;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;M132;41,4816263;15,1243594;58,3565
071063;Ordona;Ordona;;71040;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;M266;41,3159843;15,6260359;39,7860
071064;Zapponeta;Zapponeta;;71030;FG;Foggia;Provincia;16;Puglia;"statuto ordinario";Sud;NO;M267;41,4555893;15,9549987;41,5841
072001;"Acquaviva delle Fonti";"Acquaviva delle Fonti";;70021;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;A048;40,8968023;16,8426152;134,1491
072002;Adelfia;Adelfia;;70010;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;A055;41,0033877;16,8711576;29,7438
072003;Alberobello;Alberobello;;70011;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;A149;40,7839704;17,2372225;41,3444
072004;Altamura;Altamura;;70022;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;A225;40,8284111;16,5523558;430,7424
072006;Bari;Bari;;70121;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;SI;A662;41,1254785;16,8670863;115,9339
072006;Bari;Bari;;70122;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;SI;A662;41,1254785;16,8670863;115,9339
072006;Bari;Bari;;70123;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;SI;A662;41,1254785;16,8670863;115,9339
072006;Bari;Bari;;70124;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;SI;A662;41,1254785;16,8670863;115,9339
072006;Bari;Bari;;70125;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;SI;A662;41,1254785;16,8670863;115,9339
072006;Bari;Bari;;70126;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;SI;A662;41,1254785;16,8670863;115,9339
072006;Bari;Bari;;70127;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;SI;A662;41,1254785;16,8670863;115,9339
072006;Bari;Bari;;70128;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;SI;A662;41,1254785;16,8670863;115,9339
072006;Bari;Bari;;70129;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;SI;A662;41,1254785;16,8670863;115,9339
072006;Bari;Bari;;70131;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;SI;A662;41,1254785;16,8670863;115,9339
072006;Bari;Bari;;70132;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;SI;A662;41,1254785;16,8670863;115,9339
072008;Binetto;Binetto;;70020;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;A874;41,0249839;16,7099242;17,3407
072010;Bitetto;Bitetto;;70020;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;A892;41,0401869;16,7483775;33,4370
072011;Bitonto;Bitonto;;70032;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;A893;41,1101665;16,6940714;175,0323
072012;Bitritto;Bitritto;;70020;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;A894;41,0413090;16,8259837;18,5842
072014;Capurso;Capurso;;70010;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;B716;41,0485905;16,9188070;15,0819
072015;Casamassima;Casamassima;;70010;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;B923;40,9553880;16,9182742;78,5632
072016;"Cassano delle Murge";"Cassano delle Murge";;70020;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;B998;40,8896021;16,7717311;89,6471
072017;"Castellana Grotte";"Castellana Grotte";;70013;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;C134;40,8828985;17,1687493;68,9942
072018;Cellamare;Cellamare;;70010;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;C436;41,0181250;16,9290108;6,2511
072019;Conversano;Conversano;;70014;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;C975;40,9665299;17,1145414;128,7177
072020;Corato;Corato;;70033;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;C983;41,1537234;16,4132867;169,9015
072021;"Gioia del Colle";"Gioia del Colle";;70023;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;E038;40,8014568;16,9233093;208,5643
072022;Giovinazzo;Giovinazzo;;70054;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;E047;41,1880532;16,6726122;44,0938
072023;"Gravina in Puglia";"Gravina in Puglia";;70024;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;E155;40,8195622;16,4163079;384,8422
072024;"Grumo Appula";"Grumo Appula";;70025;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;E223;41,0128387;16,7101208;81,2406
072025;Locorotondo;Locorotondo;;70010;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;E645;40,7542447;17,3265998;48,7267
072027;Modugno;Modugno;;70026;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;F262;41,0823478;16,7811249;32,5704
072028;"Mola di Bari";"Mola di Bari";;70042;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;F280;41,0601866;17,0829143;52,1863
072029;Molfetta;Molfetta;;70056;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;F284;41,2053661;16,6006722;59,0224
072030;Monopoli;Monopoli;;70043;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;F376;40,9529257;17,3014267;157,7584
072031;Noci;Noci;;70015;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;F915;40,7930112;17,1280576;150,8959
072032;Noicattaro;Noicattaro;;70016;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;F923;41,0339124;16,9852638;41,0306
072033;"Palo del Colle";"Palo del Colle";;70027;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;G291;41,0567859;16,7034029;79,6753
072034;Poggiorsini;Poggiorsini;;70020;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;G769;40,9165520;16,2537472;43,7836
072035;"Polignano a Mare";"Polignano a Mare";;70044;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;G787;40,9916543;17,2193566;64,0232
072036;Putignano;Putignano;;70017;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;H096;40,8497063;17,1204885;99,4210
072037;Rutigliano;Rutigliano;;70018;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;H643;41,0106742;17,0085210;-52,6190
072038;"Ruvo di Puglia";"Ruvo di Puglia";;70037;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;H645;41,1168666;16,4845748;223,4687
072039;"Sammichele di Bari";"Sammichele di Bari";;70010;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;H749;40,8897011;16,9495249;34,2691
072040;"Sannicandro di Bari";"Sannicandro di Bari";;70028;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;I053;41,0005533;16,7993814;-56,6732
072041;"Santeramo in Colle";"Santeramo in Colle";;70029;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;I330;40,7938777;16,7543754;144,3803
072043;Terlizzi;Terlizzi;;70038;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;L109;41,1306400;16,5427159;68,7788
072044;Toritto;Toritto;;70020;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;L220;40,9968363;16,6796297;75,6763
072046;Triggiano;Triggiano;;70019;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;L425;41,0651814;16,9250287;20,7817
072047;Turi;Turi;;70010;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;L472;40,9158697;17,0204210;71,3390
072048;Valenzano;Valenzano;;70010;BA;Bari;"Citta metropolitana";16;Puglia;"statuto ordinario";Sud;NO;L571;41,0418830;16,8872838;15,8536
073001;Avetrana;Avetrana;;74020;TA;Taranto;Provincia;16;Puglia;"statuto ordinario";Sud;NO;A514;40,3484878;17,7255470;74,4813
